name,artist,id,danceability,energy,loudness,speechiness,acousticness,tempo,liveness,valence,mood
,,,,,,,,,,,
Put Your Records On,Corinne Bailey Rae,2nGFzvICaeEWjIrBrL2RAx,0.739,0.511,0.464046021,0.0362,0.167,96.038,0.133,0.542,2
,,,,,,,,,,,
Upside Down,JVKE,5TpvLkESnw1g9wDz52efeO,0.88,0.501,0.549536593,0.062,0.0494,120.038,0.436,0.459,2
,,,,,,,,,,,
Sweet Talk,Saint Motel,6kcHg7XL6SKyPNd78daRBL,0.67,0.843,0.746324704,0.0454,0.0392,117.01,0.225,0.713,2
,,,,,,,,,,,
I Heard It Through The Grapevine,Marvin Gaye,27m1soUndRthrAA1ediOXn,0.729,0.324,0.326256983,0.0393,0.195,116.855,0.101,0.679,2
,,,,,,,,,,,
Chain of Fools,Aretha Franklin,2oZmMp5M6L0Rh7G84Um2tF,0.721,0.567,0.570740223,0.0389,0.221,116.643,0.465,0.914,2
,,,,,,,,,,,
Needle In A Haystack,The Velvelettes,26fSgIa539TCK3KV76chHU,0.699,0.756,0.982681564,0.0292,0.565,77.52,0.106,0.74,2
,,,,,,,,,,,
The World (Is Going Up In Flames),Charles Bradley,4u2KDCwcj8WGcFXDhy1aKL,0.715,0.6,0.695600559,0.0264,0.0714,86.989,0.0876,0.77,2
,,,,,,,,,,,
Twistin' the Night Away,Sam Cooke,7FS541dJh3iQAEXEZoDhE6,0.458,0.801,0.688477654,0.0565,0.691,160.547,0.328,0.93,2
,,,,,,,,,,,
Love Again,RuthAnne,4oP1iFJ5GSxeMMHofCg4ae,0.58,0.424,0.790712291,0.0714,0.624,92.291,0.103,0.478,2
,,,,,,,,,,,
You Are My Heart,Rex Williams,6hfKln1Jm1WCN6ozSQZGyN,0.664,0.681,0.714455307,0.0366,0.481,97.501,0.225,0.604,2
,,,,,,,,,,,
Got To Give It Up (Part 1),Marvin Gaye,1jogl9f7HlgoN817JlwqgY,0.867,0.915,0.774860335,0.0487,0.0687,122.678,0.347,0.848,2
,,,,,,,,,,,
Respect - 2003 Remaster,Aretha Franklin,5AoTuHE5P5bvC7BBppYnja,0.744,0.611,0.789315642,0.0333,0.0723,114.991,0.0692,0.961,2
,,,,,,,,,,,
This Old Heart Of Mine (Is Weak For You),The Isley Brothers,5c33j1xFVOL4G24zxYhssB,0.632,0.59,0.522555866,0.0305,0.346,130.287,0.24,0.953,2
,,,,,,,,,,,
Shake What Your Mama,Marvin Brooks,4KLiNPRah1bWQyisb2NtoS,0.853,0.704,0.639594972,0.171,0.28,120.032,0.305,0.784,2
,,,,,,,,,,,
I Can't Stand The Rain,Ann Peebles,5RxZ2t9Pujgw4a8n1SBVkZ,0.727,0.387,0.374022346,0.0412,0.253,160.392,0.0625,0.966,2
,,,,,,,,,,,
Then He Kissed Me,The Crystals,5usNPz6U1acDrkUYekGYDY,0.44,0.682,0.717388268,0.0373,0.681,135.917,0.207,0.626,2
,,,,,,,,,,,
How Long Do I Have to Wait for You?,Sharon Jones & The Dap-Kings,113bLFbp3F9MVN0w2KJ1ma,0.674,0.909,1,0.0464,0.469,103.942,0.105,0.969,2
,,,,,,,,,,,
Take Me to the River,Al Green,62r1CS9zL1FL5Ilb7hLX7n,0.786,0.418,0.459078212,0.0432,0.218,119.101,0.134,0.94,2
,,,,,,,,,,,
Reach Out I'll Be There - Single Version / Mono,Four Tops,0PpamSdfQzIAvj5OB9Bz54,0.62,0.763,0.892527933,0.0311,0.0615,119.534,0.289,0.718,2
,,,,,,,,,,,
Can You Get To That,Funkadelic,3SWZ9fHtWMxwkFok5qhhpO,0.689,0.83,0.622555866,0.0954,0.539,140.732,0.0882,0.815,2
,,,,,,,,,,,
Bra,Cymande,5HrxlXl6yE5PWxFkNyUOz7,0.676,0.769,0.52702514,0.0535,0.00545,117.733,0.131,0.891,2
,,,,,,,,,,,
Sure Don't Miss You,The Dip,4k6WZXbHUFEZR02X9FhOuT,0.664,0.586,0.677653631,0.0283,0.334,102.991,0.16,0.727,2
,,,,,,,,,,,
Sweet Soul Music,Arthur Conley,0pvA063uNyGQFp7DNtmk0P,0.59,0.659,0.560055866,0.0697,0.104,80.201,0.356,0.965,2
,,,,,,,,,,,
How Sweet It Is (To Be Loved By You),Jr. Walker & The All Stars,16ZNz0wXDJERo4zquNPw7x,0.575,0.731,0.685265363,0.168,0.0114,125.44,0.351,0.694,2
,,,,,,,,,,,
Last One Standing,Monophonics,22n3sLGqLcaYKiVniC1ZOT,0.588,0.576,0.75027933,0.0367,0.217,129.157,0.172,0.661,2
,,,,,,,,,,,
Heaven Must Have Sent You,The Elgins,6cy84k8xqRXe2II7DQ1XVj,0.632,0.569,0.83372905,0.0307,0.123,139.914,0.145,0.584,2
,,,,,,,,,,,
I Just Want To Make Love To You,Etta James,7EfLlY6Gen7TCbyZ3f0CM1,0.584,0.525,0.402653631,0.0686,0.877,102.174,0.0967,0.657,2
,,,,,,,,,,,
Use Me,Bill Withers,2WVz9Mtp3E8HCblGiu3nCv,0.748,0.638,0.395321229,0.0537,0.0474,154.709,0.0751,0.961,2
,,,,,,,,,,,
Love Child,Diana Ross & The Supremes,0Usw6bbxjqROH3OCDYkMFi,0.559,0.656,0.451256983,0.0323,0.164,103.965,0.284,0.651,2
,,,,,,,,,,,
My Guy,Mary Wells,7rUPIW0pQoshbOtysdlWX2,0.699,0.574,0.749231844,0.0519,0.715,126.56,0.173,0.912,2
,,,,,,,,,,,
Are You Ready to Love Me?,The War and Treaty,7gyDV6Y7GmHqQS4KnzI5Zk,0.533,0.776,0.740013966,0.0847,0.151,90.061,0.13,0.697,2
,,,,,,,,,,,
Soul Connection,Diplomats of Solid Sound,0ZZbKNLGRNHs93FhNebPFH,0.654,0.627,0.806703911,0.0298,0.104,109.057,0.143,0.817,2
,,,,,,,,,,,
Tutti Frutti,Little Richard,2vXk7PcNLLXsdnVaoMxzTj,0.58,0.444,0.533030726,0.0724,0.574,185.156,0.0463,0.963,2
,,,,,,,,,,,
I Get The Sweetest Feeling,Jackie Wilson,7F1eoVZd2ySSJ70iP3PN1m,0.684,0.482,0.590432961,0.0371,0.778,123.532,0.148,0.749,2
,,,,,,,,,,,
You And Me,Penny & The Quarters,3ue9zcwNcoYvFqKVjG0C6r,0.562,0.178,0.689804469,0.0343,0.945,109.589,0.121,0.25,2
,,,,,,,,,,,
The Oogum Boogum Song,Brenton Wood,7fp41IDi1dqARoX0Nuvz5O,0.885,0.64,0.864804469,0.0431,0.765,112.658,0.247,0.851,2
,,,,,,,,,,,
Get Up Offa That Thing,James Brown,0nyrltZrQGAJMBZc1bYvuQ,0.883,0.664,0.509357542,0.411,0.225,118.104,0.941,0.8,2
,,,,,,,,,,,
Can't Hide It,Curtis Harding,6cJZx1AeXC7CIi6xZrJQq7,0.704,0.841,0.834986034,0.0303,0.15,119.98,0.11,0.769,2
,,,,,,,,,,,
Lady (You Bring Me Up),Commodores,7l3QyhptrvjiNS5dOcUQvr,0.88,0.702,0.770391061,0.0336,0.0772,120.844,0.0742,0.833,2
,,,,,,,,,,,
Son of a Preacher Man,Dusty Springfield,7odHgoLFi3GQ90E9PeraI3,0.401,0.498,0.489315642,0.0757,0.394,181.701,0.13,0.816,2
,,,,,,,,,,,
ABC,The Jackson 5,01gwPP2h3ajRnqiIphUtR7,0.725,0.804,0.68777933,0.0393,0.426,93.668,0.108,0.961,2
,,,,,,,,,,,
Boogie Nights,Heatwave,20zOIoex7YchUh87d8tlvg,0.62,0.54,0.213198324,0.0422,0.349,118.823,0.187,0.759,2
,,,,,,,,,,,
Groove Me,King Floyd,0gtTfaz5zzbJA28Ypu7k0W,0.913,0.481,0.644553073,0.0998,0.392,103.62,0.0279,0.878,2
,,,,,,,,,,,
Build Me Up Buttercup,The Foundations,3XcuLPQb1LG13ZJEEa6wUI,0.657,0.423,0.504469274,0.0308,0.361,133.612,0.31,0.842,2
,,,,,,,,,,,
Comencemos (Let's Start),Jungle Fire,44kT6XsCkSGb9wNQ5qGXvg,0.666,0.903,0.78400838,0.0456,0.23,111.84,0.151,0.913,2
,,,,,,,,,,,
Do You Love Me,The Contours,41FRsZNXpsBkJ46BxyC20m,0.597,0.71,0.551047486,0.0378,0.611,150.13,0.104,0.763,2
,,,,,,,,,,,
Ain't No Sunshine,Bill Withers,1k1Bqnv2R0uJXQN4u6LKYt,0.527,0.415,0.435614525,0.122,0.457,78.169,0.117,0.515,2
,,,,,,,,,,,
(You Make Me Feel Like) A Natural Woman,Aretha Franklin,5K09WxKdlkroDyEVyOSySy,0.603,0.271,0.531145251,0.0284,0.679,110.89,0.141,0.405,2
,,,,,,,,,,,
(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,4TBBPZks71c60whhq0PgdP,0.631,0.69,0.769064246,0.0531,0.176,94.574,0.121,0.938,2
,,,,,,,,,,,
River Deep - Mountain High,Ike & Tina Turner,19jo0UT2vqD4pNVfIqTy4R,0.621,0.972,0.970530726,0.0724,0.472,155.113,0.195,0.866,2
,,,,,,,,,,,
Please Mr. Postman - Stereo Version,The Marvelettes,5fNDP3NTdE69szQHUl4fFr,0.781,0.837,0.868994413,0.0325,0.711,120.586,0.0565,0.961,2
,,,,,,,,,,,
Hold On,Kool & The Gang,3GrTxDPEBPyofDy06rO9mj,0.793,0.601,0.664106145,0.0317,0.0312,103.003,0.105,0.703,2
,,,,,,,,,,,
Pelvis Pusher,Vintage Trouble,6bo1ykqKEAYsdwVtR1ze8x,0.544,0.842,0.911662011,0.115,0.0528,169.406,0.0946,0.714,2
,,,,,,,,,,,
O-o-h Child,The Five Stairsteps,74JdR9aXE6I74oS1BVRsvb,0.488,0.754,0.680097765,0.0381,0.00154,88.368,0.678,0.664,2
,,,,,,,,,,,
It Takes Two,Marvin Gaye,4wQD0djo6Id4fQLQeRKQ6e,0.519,0.493,0.46976257,0.0528,0.206,151.269,0.0754,0.831,2
,,,,,,,,,,,
I'll Be Around,The Spinners,2vLaES21zwbX1Rnmj56Bbb,0.593,0.791,0.627863128,0.068,0.175,112.295,0.0976,0.63,2
,,,,,,,,,,,
California Soul,Marlena Shaw,0OwvrdjaJOypNsNQHyBWE5,0.513,0.826,0.648184358,0.0574,0.555,94.582,0.366,0.539,2
,,,,,,,,,,,
Gonna Lift You Up,Sugaray Rayford,1UIeLWeNp3Vx0Ge3NLUggt,0.76,0.706,0.831005587,0.0499,0.106,116.006,0.127,0.801,2
,,,,,,,,,,,
Everybody Needs Somebody to Love,Solomon Burke,4NL8D4RQsC6ux6eI3m3Lg5,0.629,0.543,0.593854749,0.045,0.145,75.519,0.116,0.858,2
,,,,,,,,,,,
Save Room,John Legend,3sTc75CCyIw4FPs6cXkOe7,0.69,0.572,0.807122905,0.0264,0.0451,111.92,0.0969,0.375,2
,,,,,,,,,,,
Cissy Strut,The Meters,7b8s4Z0abQQ4x4jpct4GjR,0.521,0.799,0.397765363,0.097,0.106,175.921,0.332,0.709,2
,,,,,,,,,,,
Express Yourself,Charles Wright & The Watts 103rd Street Rhythm Band,4pW3aTX3kAmOaPJfc9UM12,0.789,0.683,0.618296089,0.086,0.48,92.311,0.35,0.882,2
,,,,,,,,,,,
"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,6fuvYxKEvU4inG8eTB2nYi,0.692,0.633,0.695251397,0.0291,0.197,126.812,0.0929,0.965,2
,,,,,,,,,,,
Mr. Big Stuff,Jean Knight,2Bls0igCm79XQQ95IoUbhq,0.886,0.491,0.356145251,0.171,0.29,93.236,0.229,0.971,2
,,,,,,,,,,,
My Girl,The Temptations,6jWkZvd1URGktyTTwcpPpB,0.579,0.419,0.486662011,0.0346,0.625,104.564,0.0981,0.673,2
,,,,,,,,,,,
Need Your Love,Curtis Harding,3zYQ1KXzqBWRsxIqdVMoYF,0.713,0.8,0.820600559,0.0349,0.0491,139.942,0.0921,0.814,2
,,,,,,,,,,,
Knock on Wood,Eddie Floyd,3YJx77Xx8JSwEoxqrkQO5c,0.864,0.346,0.333170391,0.0365,0.277,105.164,0.0514,0.964,2
,,,,,,,,,,,
Blessed with the Best,Lee Fields & The Expressions,4F68WqrshWc5aWyJGCumd2,0.591,0.653,0.906494413,0.0499,0.303,161.726,0.0709,0.904,2
,,,,,,,,,,,
You Send Me - Remastered,Sam Cooke,2QW3aWIzjEDdHFPZFvOlXX,0.565,0.286,0.476117318,0.0289,0.883,95.964,0.178,0.487,2
,,,,,,,,,,,
Easy,Commodores,3Qe0dJkQXx7jJWXRxuVqJ0,0.577,0.481,0.496368715,0.03,0.204,132.159,0.317,0.311,2
,,,,,,,,,,,
I Got You (I Feel Good),James Brown,4ZrbWwFHHjPoe7cfUBJ9WQ,0.598,0.531,0.712639665,0.0954,0.331,70.469,0.0938,0.696,2
,,,,,,,,,,,
Let's Stay Together,Al Green,7kWhdmRYv8CqbWNqfojqVd,0.746,0.273,0.073952514,0.0573,0.606,101.952,0.0526,0.502,2
,,,,,,,,,,,
Snatching It Back,Clarence Carter,58IiROv3C3SPnYEmx8zxcE,0.669,0.687,0.537011173,0.0552,0.534,102.211,0.233,0.918,2
,,,,,,,,,,,
For Once In My Life,Stevie Wonder,4kP69y3GKHi9tXckfgp4bK,0.524,0.519,0.404050279,0.043,0.195,110.121,0.523,0.847,2
,,,,,,,,,,,
Time Is On My Side,Irma Thomas,6IpxLzChgCbFSJwso2Q84D,0.518,0.622,0.620391061,0.0349,0.619,95.958,0.513,0.601,2
,,,,,,,,,,,
That Lady - Pt. 1 & 2,The Isley Brothers,5hTyIlRYTc0sNHk5wDk6Xl,0.339,0.809,0.613617318,0.0649,0.159,126.539,0.349,0.922,2
,,,,,,,,,,,
Theme From Shaft - Remastered,Isaac Hayes,7KMILVTQdVS4zQ8ilTcpRO,0.487,0.716,0,0.0463,0.233,120.795,0.113,0.819,2
,,,,,,,,,,,
In Love (Don't Mess Things Up),Lady Wray,3jrPIWpTMWlh4qIiDAhfPS,0.758,0.364,0.712150838,0.0549,0.623,95.619,0.138,0.533,2
,,,,,,,,,,,
Strictly Reserved for You,Charles Bradley,2aWr9QRr0pSmYFH04zngiP,0.631,0.726,0.81075419,0.0296,0.16,87.067,0.11,0.623,2
,,,,,,,,,,,
Good Times,CHIC,0G3fbPbE1vGeABDEZF0jeG,0.87,0.657,0.724092179,0.0522,0.149,110.596,0.053,0.893,2
,,,,,,,,,,,
It's Only A Paper Moon,Ella Fitzgerald,5CMw1IWB7JOpUY9nk54n1K,0.732,0.138,0.238058659,0.0431,0.958,118.44,0.107,0.634,2
,,,,,,,,,,,
Move on Up - Extended Version,Curtis Mayfield,01gDLZsi0j5fWC28FLPNO8,0.584,0.975,0.778980447,0.0651,0.141,138.341,0.101,0.876,2
,,,,,,,,,,,
"100 Days, 100 Nights",Sharon Jones & The Dap-Kings,5LWLVUBBCNYKPWOHDO0We7,0.45,0.52,0.67849162,0.0353,0.583,110.894,0.35,0.683,2
,,,,,,,,,,,
Mama Said - Rerecorded Version,The Shirelles,5rrXkymfQdhNBgBZ3BUVbB,0.762,0.528,0.761173184,0.0335,0.0573,140.403,0.281,0.933,2
,,,,,,,,,,,
Soul Man,Sam & Dave,6eJlEcRmeyQfTlDQBDyqkW,0.672,0.818,0.82849162,0.06,0.291,114.949,0.225,0.727,2
,,,,,,,,,,,
Drift Away - Single Version,Dobie Gray,6hJhVBOnkchxBsDHbLOBJP,0.521,0.443,0.663477654,0.0395,0.308,76.228,0.475,0.596,2
,,,,,,,,,,,
Sir Duke,Stevie Wonder,4RQgqR09VmHn345vRhKQ6T,0.576,0.579,0.562918994,0.0769,0.16,106.978,0.0777,0.947,2
,,,,,,,,,,,
"What'd I Say, Pt. 1 & 2",Ray Charles,5yQ9iMZXGcr5rlO4hoLsP4,0.54,0.681,0.855377095,0.0508,0.808,88.385,0.162,0.794,2
,,,,,,,,,,,
Give It Up,Lee Dorsey,4dUOAFN1Yk2TuslROwZcdX,0.463,0.562,0.611522346,0.078,0.132,164.391,0.111,0.787,2
,,,,,,,,,,,
(Sittin' On) the Dock of the Bay,Otis Redding,3zBhihYUHBmGd2bcQIobrF,0.769,0.367,0.451326816,0.0312,0.684,103.621,0.081,0.535,2
,,,,,,,,,,,
Black Boy,Joel Culpepper,01H6EVBkDRIIICVpciXOHC,0.618,0.518,0.877583799,0.156,0.0498,169.966,0.131,0.466,2
,,,,,,,,,,,
Coming Home,Leon Bridges,5EA06TsQmqmQXZiEhr1AaM,0.427,0.465,0.77472067,0.0291,0.461,112.137,0.154,0.458,2
,,,,,,,,,,,
The Love I Lost (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes,2sRlynMtS89ewDIh44qgVu,0.681,0.744,0.62646648,0.0567,0.28,123.277,0.0762,0.729,2
,,,,,,,,,,,
Something's Got A Hold On Me - Single Version,Etta James,4T43c9I2dDyrrlds7qqS2N,0.474,0.558,0.795321229,0.132,0.771,151.221,0.839,0.619,2
,,,,,,,,,,,
Midnight Train to Georgia,Gladys Knight & The Pips,7MF7QAodbGzNYav5ZfIhAY,0.595,0.379,0.393226257,0.0454,0.271,92.006,0.1,0.448,2
,,,,,,,,,,,
Son of a Preacher Man,Aretha Franklin,4uCbetXW9LStYPUjCpBVp9,0.474,0.473,0.435405028,0.0601,0.545,77.583,0.0356,0.561,2
,,,,,,,,,,,
It's Your Thing,The Isley Brothers,2oezpnnea1VXHpJEbqnBhw,0.378,0.682,0.521019553,0.124,0.0777,185.273,0.0573,0.89,2
,,,,,,,,,,,
Keep On Loving You,Four Mints,1c9AT2KcZ3p7uuYZd61EL2,0.643,0.739,0.696997207,0.037,0.0518,123.661,0.0783,0.936,2
,,,,,,,,,,,
I Don't Wanna Lie,Yola,6CgsttSWDA2sISZQp1upXK,0.562,0.821,0.880377095,0.0277,0.3,105.512,0.519,0.893,2
,,,,,,,,,,,
Sunday Morning,The Main Squeeze,5N7s7nhywtONPI5FJhabAP,0.49,0.569,0.648603352,0.246,0.287,147.369,0.365,0.43,2
,,,,,,,,,,,
Across 110th Street,Bobby Womack,2zyTP97uGsIc1C4KNNEkyn,0.476,0.585,0.242877095,0.0478,0.107,110.275,0.149,0.523,2
,,,,,,,,,,,
Call Me,St. Paul & The Broken Bones,0W5qBuHbbBfCzszFxrQWMc,0.573,0.786,0.931215084,0.0353,0.0625,110.289,0.117,0.61,2
,,,,,,,,,,,
Thinking About You,Lee Fields & The Expressions,7A3LJCI6LmrGMnFHQ8whl7,0.81,0.76,0.93023743,0.0411,0.00281,133.251,0.101,0.945,2
,,,,,,,,,,,
Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,6kopmMZiyLmw7h66uXcXR7,0.699,0.83,0.740319685,0.0633,0.00243,105.809,0.0995,0.889,2
,,,,,,,,,,,
Dancing in the Moonlight,Toploader,3Fzlg5r1IjhLk2qRw667od,0.632,0.856,0.862979742,0.0348,0.0624,119.397,0.347,0.867,2
,,,,,,,,,,,
Dance with Me Tonight,Olly Murs,1FSWSs9CL01RCYxXtm08Rf,0.672,0.748,0.652790837,0.0589,0.305,163.984,0.0811,0.964,2
,,,,,,,,,,,
Are You Ready For Love? - Remastered,Elton John,3D15FZXmjfna7aFfKmEajd,0.803,0.748,0.712710488,0.0314,0.254,116.532,0.113,0.752,2
,,,,,,,,,,,
Lovin' Each Day,Ronan Keating,1hq0Lxh8bvLp9f55cybimx,0.542,0.9,0.624754253,0.0626,0.019,106.682,0.284,0.819,2
,,,,,,,,,,,
Dog Days Are Over,Florence + The Machine,456WNXWhDwYOSf5SpTuqxd,0.501,0.809,0.70903496,0.0938,0.0338,149.964,0.119,0.258,2
,,,,,,,,,,,
Everywhere,Fleetwood Mac,1prZ0pr6XoRCxcrC3MCL0M,0.69,0.54,0.260107702,0.0317,0.218,114.846,0.115,0.764,2
,,,,,,,,,,,
Walking on Broken Glass,Annie Lennox,4CcSw8wQAHYf4XNckayPoc,0.749,0.562,0.436703992,0.0281,0.215,115.008,0.105,0.807,2
,,,,,,,,,,,
9 to 5,Dolly Parton,4w3tQBXhn5345eUXDGBWZG,0.554,0.783,0.658774254,0.0457,0.416,105.39,0.631,0.813,2
,,,,,,,,,,,
Head & Heart (feat. MNEK),Joel Corry,4wosxLl0mAqhneDzya2MfY,0.732,0.874,0.889050346,0.0662,0.168,122.961,0.0489,0.905,2
,,,,,,,,,,,
Ugly Heart,G.R.L.,1Vv0MPcooEoQzVZYfKMgKW,0.649,0.79,0.686383452,0.0482,0.0167,124.993,0.255,0.458,2
,,,,,,,,,,,
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,0.404735447,0.0453,0.207,118.818,0.0888,0.867,2
,,,,,,,,,,,
Keep On Movin',Five,0MjMqYIYzcCteAs4c0BZGy,0.742,0.853,0.48952902,0.034,0.0396,135.02,0.0664,0.963,2
,,,,,,,,,,,
Don't Start Now,Dua Lipa,6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,0.772544662,0.0842,0.0125,123.941,0.0952,0.677,2
,,,,,,,,,,,
Suddenly I See,KT Tunstall,5p9XWUdvbUzmPCukOmwoU3,0.587,0.767,0.670655612,0.0449,0.225,100.38,0.112,0.664,2
,,,,,,,,,,,
You Can Call Me Al,Paul Simon,02yw9dohfEmcPWOzFJ30Bs,0.779,0.721,0.388238311,0.047,0.12,128.324,0.0917,0.838,2
,,,,,,,,,,,
Pretty Shining People,George Ezra,2JVwsN6viHjR9t5pCPQ4Br,0.584,0.726,0.765450038,0.0371,0.14,106.979,0.0984,0.398,2
,,,,,,,,,,,
Lighter (feat. KSI),Nathan Dawe,5lWUeSYO61UYgNlFlqcwYl,0.703,0.837,0.850756475,0.0395,0.0214,124.953,0.104,0.356,2
,,,,,,,,,,,
I'm Coming Out,Diana Ross,0ew27xRdxSexrWbODuLfeE,0.739,0.917,0.77784426,0.0504,0.177,110.163,0.0834,0.749,2
,,,,,,,,,,,
You Got The Love - New Voyager Radio Edit,The Source & Candi Staton,4nQkNmJJWnFIRsbIMeIrlX,0.591,0.898,0.750491495,0.0336,0.0523,107.092,0.411,0.478,2
,,,,,,,,,,,
Foundations,Kate Nash,5JkTN6THtYH6bpOoHjOysc,0.502,0.904,0.816223609,0.0774,0.0886,84.461,0.0839,0.868,2
,,,,,,,,,,,
Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,0.548,0.816,0.799213608,0.0465,0.122,95.39,0.335,0.557,2
,,,,,,,,,,,
Brown Eyed Girl,Van Morrison,3yrSvpt2l1xhsV9Em88Pul,0.491,0.583,0.22181383,0.0376,0.185,150.566,0.406,0.908,2
,,,,,,,,,,,
Sunchyme,Dario G,2YOuBWIyHgyvHnLMpjzBf2,0.694,0.977,0.769809385,0.0734,0.0115,132.994,0.0916,0.333,2
,,,,,,,,,,,
Inner Smile,Texas,6i3kIF4sosXFhkoSLMV7bP,0.574,0.843,0.670313702,0.039,0.0268,106.009,0.114,0.644,2
,,,,,,,,,,,
New Shoes,Paolo Nutini,265Anh9hGoozFigjUVLUeD,0.748,0.735,0.416018463,0.0903,0.47,150.04,0.0851,0.854,2
,,,,,,,,,,,
Send Me on My Way,Rusted Root,6hs3SDnbO3f6VQuPO4KBEb,0.5,0.681,0.342165997,0.0672,0.114,119.46,0.139,0.745,2
,,,,,,,,,,,
Domino,Jessie J,2fQxE0jVrjNMT9oJAXtSJR,0.758,0.557,0.768527225,0.034,0.0117,126.986,0.0418,0.781,2
,,,,,,,,,,,
Happiness,Alexis Jordan,2zX22RoaGg8KGuNCzSBwBP,0.718,0.768,0.557141636,0.115,0.115,127.949,0.565,0.483,2
,,,,,,,,,,,
Douha (Mali Mali) (Edit),Disclosure,1supkf9D4Obm2yTHqug3m8,0.748,0.828,0.684759381,0.149,0.029,123.986,0.153,0.479,2
,,,,,,,,,,,
You Make My Dreams (Come True),Daryl Hall & John Oates,4o6BgsqLIBViaGVbx5rbRk,0.751,0.501,0.120352167,0.0551,0.234,167.057,0.0467,0.902,2
,,,,,,,,,,,
Classic,MKTO,5x9VIW2fS21JMswOt6AORI,0.713,0.781,0.743653304,0.121,0.0353,102.078,0.155,0.8,2
,,,,,,,,,,,
Freedom! '90 - Remastered,George Michael,3tyTt5pEWblt96j1HsXiV5,0.677,0.852,0.231045388,0.0449,0.225,91.689,0.0595,0.93,2
,,,,,,,,,,,
Best of My Love,The Emotions,2M2WJ7gBlcKNxdhyfPp9zY,0.784,0.713,0.572185657,0.0339,0.447,115.443,0.0904,0.97,2
,,,,,,,,,,,
No Judgement,Niall Horan,5IUOU5xkzGHsRFOYNu3GSK,0.723,0.726,0.831182152,0.0472,0.0564,100.051,0.057,0.962,2
,,,,,,,,,,,
"Let's Hear It for the Boy - From ""Footloose"" Original Soundtrack",Deniece Williams,4VyU9Tg4drTj2mOUZHSK2u,0.808,0.485,0.404308061,0.056,0.0761,122.659,0.0477,0.714,2
,,,,,,,,,,,
Sweet Lovin' - Radio Edit,Sigala,1qp0ptMXNg9hqLH8sk7cc2,0.68,0.85,0.920933413,0.0661,0.207,124.942,0.339,0.71,2
,,,,,,,,,,,
Ain't No Mountain High Enough,Marvin Gaye,7tqhbajSfrz2F7E1Z75ASX,0.663,0.6,0.229848705,0.032,0.43,129.991,0.184,0.8,2
,,,,,,,,,,,
Shake It Off,Taylor Swift,7n9Q6bXSjm74uCtajkddPt,0.645,0.797,0.701256518,0.159,0.0547,160.078,0.408,0.945,2
,,,,,,,,,,,
Heaven On My Mind (with Sigala),Becky Hill,7bIq1v8svANsAys7I694Up,0.71,0.891,0.892640397,0.0749,0.0313,125.024,0.365,0.705,2
,,,,,,,,,,,
Praise You,Fatboy Slim,10yY7i70r9wtllofw0GIpx,0.602,0.893,0.419010172,0.0484,0.0897,109.711,0.194,0.516,2
,,,,,,,,,,,
Place Your Hands,Reef,29OrKlVi8EM1u8VDIlF4qO,0.505,0.983,0.881271904,0.0945,0.0262,109.226,0.229,0.551,2
,,,,,,,,,,,
I Will Never Let You Down,Rita Ora,2ia7iiEtpiOL2ZVuWxBZGB,0.753,0.801,0.884178135,0.0296,0.403,128.011,0.128,0.794,2
,,,,,,,,,,,
No Worries,Simon Webbe,1T6928Jai5vaFUIP7XhXhS,0.602,0.893,0.721942046,0.0327,0.0938,91.296,0.348,0.845,2
,,,,,,,,,,,
Flowers (feat. Jaykae and MALIKA),Nathan Dawe,5aYWnrsYvJk8NT7PmUcxVN,0.672,0.925,0.772886572,0.0774,0.015,126.096,0.289,0.447,2
,,,,,,,,,,,
Moving on Up,M People,6vGW3d8X48CBaLdU0PQbey,0.899,0.857,0.635182494,0.037,0.0499,125.072,0.112,0.961,2
,,,,,,,,,,,
Best Day Of My Life,American Authors,44AXd3UVaaVYsSQqBpnYO2,0.673,0.901,0.955637234,0.0348,0.0525,100.002,0.0736,0.503,2
,,,,,,,,,,,
I Want You Back,The Jackson 5,5LxvwujISqiB8vpRYv887S,0.469,0.538,0,0.0571,0.305,196.605,0.37,0.886,2
,,,,,,,,,,,
You Gotta Be,Des'ree,6CU0zWIWVTEnmWpSjVHM93,0.623,0.669,0.305496196,0.0412,0.211,94.028,0.111,0.492,2
,,,,,,,,,,,
Laugh Now Cry Later (feat. Lil Durk),Drake,2SAqBLGA283SUiwJ3xOUVI,0.761,0.518,0.40071801,0.134,0.244,133.976,0.107,0.522,2
,,,,,,,,,,,
Moving Too Fast - Radio Edit,Artful Dodger,4FLFm76nwepkcxzqS8PzH4,0.844,0.506,0.211727498,0.0453,0.0878,127.099,0.0323,0.515,2
,,,,,,,,,,,
Pack Up,Eliza Doolittle,5YWP23fhLuBR7adVav91Nb,0.671,0.808,0.672536114,0.0751,0.296,133.031,0.211,0.867,2
,,,,,,,,,,,
